tik_codigo,descripcion,propietario,categoria,ans,nombre_cliente,Linea_Negocio,new_category,new_descripcion
TKT8764,Requiero de su colaboración con el cambio de archivo adjunto de la OT_ 1009974  y OT_1009975 ya que no se puede modificar las OT generadas ya que no se visualizan y no quedo el archivo correcto subido a sistema.,1032459195,,SS,Codensa,Geolumina,,requiero colaboración cambio archivo adjunto ot ot_1009975 puede modificar ot generadas visualizan quedo archivo correcto subido sistema
TIK4880,No cargan datos correctamente en el reporte de morosos.,1053847182,Datos erroneos en reporte,NCC,CAR de Boyacá,Geoambiental,Reporte,cargan datos correctamente reporte morosos
TKT8765,Se requiere asignar las fotos cargadas en el repositorio a los siguientes usuarios .  1018451836 80736795,1032459195,,SS,Codensa,Geolumina,,requiere asignar fotos cargadas repositorio siguientes usuarios
TKT8766,VISITA,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,visita
TKT8767,Se requiere de su colaboración para cambiar el estado de la orden a ejecución dado que el gestionador la aprobó por error.,1032459195,,SS,Codensa,Geolumina,,requiere colaboración cambiar orden ejecución dado gestionado aprobo error
TKT8768,VIDEO,1053828550,,,Dosquebradas Energía y Luz S.A,Geolumina,,video
TKT8770,LLAMADA ENTRANTE,1032459195,,,Codensa,Geolumina,,llamada entrante
TKT8771,LLAMADA ENTRANTE,1032459195,,,Codensa,Geolumina,,llamada entrante
TKT8772,LLAMADA ENTRANTE,1032459195,,,Codensa,Geolumina,,llamada entrante
TKT8773,EMAIL,1032459195,,,Codensa,Geolumina,,email
TKT8791,Se requiere que las OTs  OT_1009055.OT_1009204 en estado devuelta en el perfil 1024496722 de Jenny Paola Vieda Diaz queden en estado ejecución dado que como se evidencia en la imagen el boton editar no aparece.,1032459195,,SS,Codensa,Geolumina,,requiere ots ot_1009055 ot_1009204 devuelta perfil jenny paola vida diaz queden ejecución dado evidencia imagen boton editar aparece
TKT8774,En la OT_1007043 no es posible ver la devolución del día 18 de enero de 2019 ni en el perfil de gestionador :1014205283 y el Solicitante :1032469002,1032459195,,SS,Codensa,Geolumina,,ot_1007043 posible ver devolución dia enero perfil gestionado solicitante
TKT8775,Se debe configurar un php que realice el proceso del cubo automáticamente todas las noches,1069925665,,SS,Applus Norcontrol Panamá S.A,Geolumina,,debe configurar pop realice proceso cubo automaticamente todas noches
TKT8776,Se debe dar un rango de puntos fisicos a camaras abt de applus,1053828550,,SS,Applus Norcontrol Panamá S.A,Geolumina,,debe dar rango puntos fisicos camaras at apples
TKT8777,VIDEO,1053828550,,,Dosquebradas Energía y Luz S.A,Geolumina,,video
TKT8778,VIDEO,1053828550,,,Applus Norcontrol Panamá S.A,Geolumina,,video
TKT8779,Cubo applus,1053839482,,SS,Applus Norcontrol Panamá S.A,Geolumina,,cubo apples
TKT8781,configuracion de GPs enviados desde Emas,1053830949,,SS,Veolia (antiguo Grupo Sala),Geoaseo,,configuración gps enviados esas
TIK3047,Amablemente solicito su colaboración con la creación de un usuario de Ligi-Geolumina para el nuevo compañero que ingresa para realizar la solicitud de incrementos,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,amablemente solicito colaboración creación usuario liga geolumina nuevo compañero ingresa realizar solicitud incrementos
TKT8782,REUNION,1053771474,,,CAR de Caldas - Corpocaldas,Geoambiental,,reunion
TIK1343,"No permite crear sancionatorio COM-00049-17, OOCQ-00033-17.",1053847182,"Formulario no guarda, no edita y o no elimina ",NCB,CAR de Boyacá,Geoambiental,Formulario,permite crear sancionatorio com poco
TKT8787,apoyo a mecanico de pasto con revision de GPS,1053830949,,SS,Veolia (antiguo Grupo Sala),Geoaseo,,apoyo mecanico pasto revision gps
TKT8790,EMAIL,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,email
TIK1822,"Asociar CTs a las OTs de BT zona INTERIOR, ya que el sistema no lo permite",1053860140,Cambiar datos por BD,SS,Applus Norcontrol Panamá S.A,Geolumina,Datos,asociar cts ots bt zona interior sistema permite
TKT8792,"Se requiere Por favor corregir sobre OT_1004888, el punto físico está mal, hay que actualizar de 84000226 a 84008223, tal como se observa en el registro fotográfico.",1032459195,,SS,Codensa,Geolumina,,requiere favor corregir ot_1004888 punto fisico mal actualizar tal observa registro fotografico
TKT8793,EMAIL,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,email
TKT8794,VISITA,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,visita
TIK1833,Configuracion GPS enserfusa,1053830949,Configuración de equipos GPS,CON,Veolia (antiguo Grupo Sala),Geoaseo,GPS,configuración gps enserfusa
TKT8796,LLAMADA ENTRANTE,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,llamada entrante
TKT8797,EMAIL,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,email
TKT8798,Por favor nos colabora con el siguiente probelema no se visualiza la observación de la  devolución y cuando se da respuesta a alguna OT corregida no desaparece de la bandeja de ot´S devueltas.,1032459195,,NCB,Codensa,Geolumina,,favor colabora siguiente problema visualiza observación devolución da respuesta alguna ot corregida desaparece bandeja ot s devueltas
TKT8799,Aparece un error al momento de sincronizar el php de materiales,1069925665,,NCB,INVAMA Instituto de Valorización de Manizales,Geolumina,,aparece error momento sincronizar pop materiales
TIK3182,"Buenas Tardes Cristian Adjunto el shp de micros y flecheo de recolección de Emas Cali para su actualización en BD. De la ruta M1R5 se tenían 2 registros por lo que solo se está mostrando uno, se creó un solo registro para ambos polígonos. En el flecheo se actualizó el tipo de unos registros. ",1053784629,Cambiar datos por BD,SS,Veolia (antiguo Grupo Sala),Geoaseo,Datos,buenas tardes cristian adjunto she micros leche recolección esas cali actualización d ruta mira tenian registros solo mostrando creo solo registro ambos polígonos leche actualizo tipo registros
TKT8800,Modulo facturacion,1053860140,,NR,INVAMA Instituto de Valorización de Manizales,Geolumina,,modulo facturación
TKT8801,LLAMADA ENTRANTE,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,llamada entrante
TKT8802,Se deben eliminar las ots OT_17107 INTERIOR  OT_3580 METRO,1069925665,,SS,Applus Norcontrol Panamá S.A,Geolumina,,deben eliminar ots ot_17107 interior ot_3580 metro
TKT8803,EMAIL,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,email
TKT8804,LLAMADA ENTRANTE,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,llamada entrante
TKT8805,En la orden OT_1009863 de descargos no permite ver el botón de editar para realizar la respuesta a la devolución .,1032459195,,NCB,Codensa,Geolumina,,orden ot_1009863 descargos permite ver boton editar realizar respuesta devolución
TKT8806,Se requiere cambiar el estado de la orden  OT_1009974 a ejecución,1032459195,,SS,Codensa,Geolumina,,requiere cambiar orden ot_1009974 ejecución
TKT8807,Apoyo cartagena con el GPS 2186895,1053830949,,SS,Veolia (antiguo Grupo Sala),Geoaseo,,apoyo cartagena gps
TKT8808,EMAIL,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,email
TKT8809,VISITA,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,visita
TIK6904,Revisión modulo de instalación dentro del apk de supervisor 3.3.9 en Bucaramanga y valle,1053784629,Revisión de Consultas,SS,Veolia (antiguo Grupo Sala),Geoaseo,Consultas,revision modulo instalación dentro ask supervisor bucaramanga valle
TKT8812,Envio de Calibracion Manizales para visita de Arturo,1053830949,,SS,Veolia (antiguo Grupo Sala),Geoaseo,,envio calibración maizales visita arturo
TKT8815,VISITA,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,visita
TKT8816,LLAMADA ENTRANTE,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,llamada entrante
TKT8817,EMAIL,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,email
TKT8818,No aparece de auditoria algunas ots enviadas,1069925665,,NCB,Applus Norcontrol Panamá S.A,Geolumina,,aparece auditoria ots enviadas
TKT8820,Revisar el componente de notificaciones ya que no esta guardando la fecha de entrega para notificaciones por aviso,1053847182,,NCC,CAR de Caldas - Corpocaldas,Geoambiental,,revisar componente notificaciones guardando fecha entrega notificaciones aviso
TKT8821,"Organizar el Reporte SIRECI Contratación, para que salga con el dígito de verificación, la fecha de expedición de pólizas y la fecha de aprobación de pólizas.",1053847182,,NCD,CAR de Caldas - Corpocaldas,Geoambiental,,organizar reporte sirena contratación salga digito verificación fecha expedición polizas fecha aprobación polizas
TKT8823,Reporte Ordenes sin cobro de trayecto (Auditoria),1058818488,,NR,Codensa,Geolumina,,reporte ordenes cobro trayecto auditoria
TKT8824,EMAIL,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,email
TKT8825,Se requiere de su amable colaboración para el cambio de adjunto de la OT_1010650 de actualización adjunto en este correo ya que se realizaron cambios en el esquema cartográfico.,1032459195,,SS,Codensa,Geolumina,,requiere amable colaboración cambio adjunto ot_1010650 actualización adjunto correo realizaron cambios esquema cartográfico
TIK6540,"Cordial saludo, solicito su colaboración para realizar el cargue de combustible adjunto en Cali",1053792868,Cambiar datos por BD,SS,Veolia (antiguo Grupo Sala),Geoaseo,Datos,cordial saludo solicito colaboración realizar cargue combustible adjunto cali
TKT8828,No funciona el widget Ubicar novedad,1069925665,,NCC,Llanogas,Geolumina,,funciona midget ubicar novedad
TKT8829,"la siguiente OT, las acometidas si existen pero solo se ven a 2 metros y se pierden al moverme en el mapa.",1069925665,,NCC,Applus Norcontrol Panamá S.A,Geolumina,,siguiente ot acometidas si existen solo ven metros pierden moverme mapa
TKT8830,No se ve el brazo de la luminaria,1069925665,,NCB,Applus Norcontrol Panamá S.A,Geolumina,,ve brazo luminaria
TIK1303,Plan de capacitacion Cartagueña,1053771474,1- Nuevo requerimiento,NR,Cartagueña de Aseo Total ESP,Geoaseo,Nuevo requerimiento,plan capacitación cartagueña
TKT8832,ASESORIA,1069925665,,,Dosquebradas Energía y Luz S.A,Geolumina,,asesoria
TKT8833,VISITA,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,visita
TKT8834,revisión y corrección ingreso de caracteres especiales desde el perfil de Gestionador. campo observacion cuando se va a aprobar la OT.,1058818488,,NR,Codensa,Geolumina,,revision corrección ingreso caracteres especiales perfil gestionado campo observación va aprobar ot
TKT8835,"Por favor revisar als siguientes OTs se encuentran en estado Baremada por lo tanto debieran de tener las fotos, pero no estan (visor, auditor, FTP)",1053860140,,NCC,Applus Norcontrol Panamá S.A,Geolumina,,favor revisar als siguientes ots encuentran armada debieran tener fotos estan visor auditor ft
TKT8836,"Actualización y normalizaciínde luminarias asociadas a ,apoyos",1069925665,,SS,Dosquebradas Energía y Luz S.A,Geolumina,,actualización normalizaciinde luminarias asociadas apoyos
TKT8837,EMAIL,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,email
TKT8838,ajustes reportes de facturación - visualización y tipos de datos,1058818488,,NR,Codensa,Geolumina,,ajustes reportes facturación visualización tipos datos
TKT8839,Según el hilo de correo se requiere adjuntar a las siguientes ordenes el archivo adjunto en el siguiente orden   Para las ordenes de  logCargaMasiva 455.txt adjuntar el archivo  ADJUNTO MASIVO WSP_455.xlsx Para las ordenes de   logCargaMasiva 676.txt   adjuntar el archivo   ADJUNTO MASIVO WSP_676.xlsx,1032459195,,SS,Codensa,Geolumina,,segun hilo correo requiere adjuntar siguientes ordenes archivo adjunto siguiente orden ordenes logcargamasiva text adjuntar archivo adjunto masivo wsp_455 xlx ordenes logcargamasiva text adjuntar archivo adjunto masivo wsp_676 xlx
TIK1623,"
Se requiere de su amable colaboración para corregir de la orden  OT_1006749 el siguiente punto físico y todos sus elementos asociados :

PUNTO ERRADO    26094641
PUNTO CORRECTO  26094677",1032459195,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,requiere amable colaboración corregir orden ot_1006749 siguiente punto fisico elementos asociados punto errado punto correcto
TKT8840,Numero de se requiere corregir el error presentado en la devoluciones en las siguientes ot  OT_1008861  OT_1008862 OT_1009843,1032459195,,SS,Codensa,Geolumina,,numero requiere corregir error presentado devoluciones siguientes ot ot_1008861 ot_1008862 ot_1009843
TKT8841,Se deben eliminar las ots enviadas,1069925665,,SS,Applus Norcontrol Panamá S.A,Geolumina,,deben eliminar ots enviadas
TKT8842,LLAMADA ENTRANTE,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,llamada entrante
TKT8843,Se requiere añadir el siguiente comentario de devolución a la OT_1010578 con fecha 22/01/2019  Comentario:   Por  directriz del Dpto. Admin. Información Técnica todos los CDs nuevos deben tener reporte de red BT,1032459195,,SS,Codensa,Geolumina,,requiere añadir siguiente comentario devolución ot_1010578 fecha comentario directriz dpto admit información tecnica cds nuevos deben tener reporte red bt
TIK3280,"Presento error al  ingresar con mi usuario CO1147687959 a geolumina,y me aparece usuario bloqueado",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,presento error ingresar usuario co1147687959 geolumina aparece usuario bloqueado
TKT8844,REUNION,1053830949,,,Veolia (antiguo Grupo Sala),Geoaseo,,reunion
TKT8845,REUNION,1053830949,,,Sociedad aguas del norte antioqueno,Geoaseo,,reunion
TIK4623,Por favor realizar cambio de modulo a Oscar Buitrago dejandolo como gestioandor de BT  y en postproceso,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,favor realizar cambio modulo oscar buitrago dejandolo gestionando bt postproceso
TKT8848,"se solicita que en el reporte de planeaciones Aforo, solo aparezcan las que se encuentren en estado Activo",1053830949,,SS,Veolia (antiguo Grupo Sala),Geoaseo,,solicita reporte plantaciones aforo solo aparezcan encuentren activo
TKT8849,revisión de calidad reportes,1058818488,,NR,Codensa,Geolumina,,revision calidad reportes
TKT8850,VIDEO,1053828550,,,Applus Norcontrol Panamá S.A,Geolumina,,video
TIK9261,Eliminación de tickets de combustible de Panama,1059712201,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,eliminación tickets combustible panama
TIK2131,Adjunto información solicitada a la OT_1059100 ya que en Geolumina no se deja adjuntar dicho archivo. solamente permite hacer esta acción en estado solicitado.,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,adjunto información solicitada ot_1059100 geolumina deja adjuntar dicho archivo solamente permite hacer acción solicitado
TKT8854,REUNION,1053830949,,,Sociedad aguas del norte antioqueno,Geoaseo,,reunion
TKT8855,Adicionar actividades,1053847182,,SS,CAR de Caldas - Corpocaldas,Geoambiental,,adicionar actividades
TKT8856,"INCONSISTENCIA EN ELEMENTO COD 49. El día 28 de diciembre se realizo inventario final al electricista Sebastian en donde presentaba 7 elementos del código 49 bombillo de sodio. Dicho electricistas se le termino el contrato y por tal motivo no volvió a laborar hasta el día de hoy, por lo tanto no debió tener mas movimientos en su inventario. El día 17 de enero se acerca el electricista sebastian en donde indica que tiene una denuncia U067A15 que aun no le han podido descargar, se revisa en el sistema y se sincroniza desde la plataforma. El día de hoy 21 de enero se consulta el inventario y se observa que del código 49 aparece 13 elementos, lo cual es incorrecto ya que en ningún momento se le ha realizado salidas a dicho electricista desde el 28 de diciembre a la fecha. Se revisa el movimiento de almacén y se encuentra que después del 28 de diciembre se descargaron 13 bombillos de sodio código 49 la misma cantidad que le aparece cargada en el sistema, con la gran incógnita del porque el sistema realizo dicho proceso Primero el de sumar la cantidad en lugar de restarle, segundo en que si tenia 7 elementos como le permitió hacer el registro de descarga de 13 elementos.  Adicionalmente se revisa la base de datos de inventarios y se envío descargue del apoyo U0657A15 varias veces lo cual es incorrecto. POR LO TANTO SE NOTA QUE HUBO UN INCONVENIENTE DEL SISTEMA GEOLUMINA AL MOMENTO DE HACER LA DESCARGA DE DICHO ELEMENTO. Se anexa documento. Por favor analizar dicho tema, ya que podríamos encontrar la causa cuando en dicho código de elemento se aumenta exageradamente ya que esto ha pasado en anteriores oportunidades. correo 22 de enero 2019. Diana cortes.",1053828550,,SS,INVAMA Instituto de Valorización de Manizales,Geolumina,,inconsistencia elemento cod dia diciembre realizo inventario final electricista sebastian presentaba elementos codigo bombillo sodio dicho electricistas termino contrato tal motivo volvio laborar dia hoy debio tener mas movimientos inventario dia enero acerca electricista sebastian indica denuncia u067a15 aun podido descargar revisa sistema sincroniza plataforma dia hoy enero consulta inventario observa codigo aparece elementos incorrecto ningun momento realizado salidas dicho electricista diciembre fecha revisa movimiento almacen encuentra despues diciembre descargaron bombillos sodio codigo misma cantidad aparece cargada sistema gran incognita sistema realizo dicho proceso primero sumar cantidad lugar restarle segundo si tenia elementos permitio hacer registro descarga elementos adicionalmente revisa base datos inventarios envio descargue apoyo u0657a15 varias veces incorrecto nota inconveniente sistema geolumina momento hacer descarga dicho elemento anexa documento favor analizar dicho tema podriamos encontrar causa dicho codigo elemento aumenta exageradamente pasado anteriores oportunidades correo enero diana cortes
